driverId,lat,lng,speed,bearing
D27,18.477865,73.823077,41,235
D12,18.548874,73.884172,51,122
D36,18.50522,73.828826,53,96
D33,18.503815,73.82646,60,107
D1,18.528515,73.812901,8,150
D28,18.538081,73.832495,65,343
D2,18.537195,73.84538,41,242
D3,18.482327,73.8258,41,53
D19,18.479849,73.871621,52,14
D41,18.512863,73.852755,85,301
D21,18.54698,73.816042,2,51
D40,18.565226,73.832452,112,147
D13,18.475864,73.825209,41,185
D15,18.499249,73.877704,39,18
D27,18.525512,73.854403,46,96
D48,18.519583,73.859109,34,190
D13,18.544998,73.881819,5,90
D32,18.47363,73.86974,70,135
D8,18.479018,73.881714,63,10
D43,18.514411,73.811824,48,111
D18,18.549091,73.8746,102,118
D22,18.496403,73.884223,8,165
D34,18.509465,73.830619,61,63
D8,18.542605,73.892425,50,54
D10,18.505978,73.861659,55,190
D29,18.478663,73.871449,42,324
D34,18.493584,73.838853,54,218
D10,18.503413,73.877,92,98
D30,18.479085,73.904945,46,277
D21,18.529592,73.905802,37,96
D3,18.492877,73.878658,49,219
D50,18.472038,73.81794,51,94
D28,18.522803,73.883603,35,211
D17,18.482797,73.807339,101,254
D50,18.524526,73.88657,59,345
D24,18.512923,73.86539,40,264
D26,18.504728,73.861154,4,285
D34,18.551535,73.824547,85,169
D17,18.519162,73.830952,85,187
D31,18.525683,73.853276,47,17
D23,18.510407,73.830918,5,91
D23,18.472357,73.882606,35,107
D5,18.538971,73.892734,35,271
D16,18.531336,73.875833,63,74
D17,18.566972,73.809556,6,270
D1,18.532749,73.866665,69,164
D15,18.499583,73.854256,4,235
D19,18.514802,73.820447,62,199
D48,18.534492,73.894951,32,23
D27,18.535511,73.894544,51,356
D18,18.513338,73.858829,1,16
D41,18.515327,73.848394,43,311
D48,18.548662,73.858306,4,355
D5,18.499896,73.829545,59,91
D45,18.492897,73.89198,35,274
D15,18.523409,73.854204,33,79
D16,18.546434,73.820091,1,249
D6,18.531369,73.846948,59,320
D50,18.551173,73.815607,40,199
D3,18.477981,73.901296,6,122
D8,18.494022,73.875789,4,106
D11,18.52436,73.877037,85,84
D21,18.520975,73.840149,109,278
D3,18.565094,73.902071,51,359
D35,18.478348,73.81561,58,175
D14,18.529964,73.862863,37,281
D5,18.561371,73.830489,70,136
D39,18.476256,73.880046,31,344
D33,18.471716,73.8636,44,202
D7,18.541841,73.891862,64,154
D8,18.545487,73.889014,63,17
D24,18.533781,73.892223,60,303
D1,18.514022,73.830426,44,47
D49,18.533711,73.876732,47,47
D28,18.538408,73.867413,48,350
D14,18.50292,73.822415,57,60
D25,18.506739,73.865293,66,280
D16,18.562709,73.828814,33,242
D40,18.540418,73.857585,81,357
D14,18.529283,73.829588,36,316
D1,18.53033,73.813433,60,144
D20,18.494281,73.886991,64,203
D50,18.475393,73.863513,33,316
D23,18.520737,73.807471,34,319
D37,18.494675,73.863427,43,331
D21,18.524777,73.873731,30,199
D44,18.530567,73.843972,50,291
D29,18.564904,73.8537,66,294
D19,18.519413,73.8099,57,351
D37,18.485402,73.808076,102,351
D23,18.476083,73.891295,0,74
D19,18.549006,73.90669,38,209
D2,18.491899,73.80912,34,36
D34,18.50709,73.869491,107,108
D18,18.564321,73.873994,63,142
D43,18.555349,73.841304,60,233
D25,18.472332,73.871364,82,327
D44,18.506114,73.846826,56,313
D27,18.475911,73.829758,113,327
D28,18.519965,73.848119,54,266
D49,18.545181,73.899826,58,181
D36,18.54723,73.89624,40,339
D42,18.528221,73.852014,62,130
D23,18.549468,73.886264,102,10
D12,18.472944,73.863003,62,63
D22,18.563321,73.871494,101,265
D49,18.560377,73.823022,54,174
D43,18.488219,73.820173,57,31
D37,18.491073,73.880403,82,141
D32,18.48221,73.854518,68,234
D33,18.564043,73.832119,56,354
D43,18.478235,73.829379,65,311
D3,18.483625,73.901255,64,255
D28,18.558188,73.856307,94,262
D4,18.505353,73.890326,43,241
D9,18.484944,73.830694,67,337
D4,18.534058,73.820676,81,118
D11,18.492619,73.812869,60,178
D20,18.475483,73.868057,53,146
D26,18.520449,73.854231,106,136
D49,18.481144,73.809153,64,28
D43,18.485323,73.830285,96,265
D27,18.528537,73.903532,95,11
D38,18.491069,73.850924,61,43
D49,18.491271,73.866368,9,134
D14,18.541825,73.873553,40,283
D45,18.480859,73.854929,48,86
D2,18.512957,73.828587,48,229
D40,18.545313,73.875138,41,96
D47,18.502642,73.875479,50,88
D10,18.493081,73.854473,38,170
D24,18.497644,73.83251,51,50
D28,18.539959,73.837345,49,183
D49,18.52294,73.835312,48,163
D2,18.502835,73.844621,39,144
D21,18.487424,73.853714,52,346
D20,18.475212,73.815394,52,217
D40,18.558142,73.858567,10,169
D15,18.476183,73.812457,59,199
D5,18.547077,73.826883,6,119
D39,18.490919,73.888682,60,175
D30,18.511598,73.870528,1,43
D23,18.555051,73.830903,48,254
D22,18.482229,73.855379,57,231
D26,18.478492,73.807248,42,272
D24,18.555127,73.810613,41,150
D14,18.56174,73.885329,36,266
D3,18.487627,73.80686,115,203
D24,18.509738,73.884178,58,81
D15,18.520831,73.813855,93,66
D1,18.484404,73.843589,53,303
D30,18.500503,73.814209,40,144
D37,18.494504,73.897679,59,250
D42,18.47127,73.854991,45,320
D41,18.541363,73.869808,44,224
D41,18.521852,73.849832,69,228
D47,18.550566,73.880813,98,251
D48,18.513917,73.823757,107,166
D1,18.558562,73.810375,65,50
D25,18.473226,73.899522,62,239
D43,18.556979,73.902355,46,174
D49,18.533718,73.846729,50,196
D50,18.476153,73.874959,52,285
D19,18.562414,73.863732,4,151
D41,18.490364,73.878064,113,129
D11,18.476455,73.825953,64,44
D9,18.550304,73.811312,62,128
D43,18.543198,73.869973,31,356
D34,18.556466,73.854816,115,114
D22,18.557893,73.852296,62,173
D19,18.555492,73.852413,66,263
D44,18.537565,73.816957,8,308
D14,18.486198,73.859526,49,31
D20,18.567371,73.829334,50,331
D1,18.533368,73.845957,46,221
D31,18.532018,73.818408,2,177
D38,18.472419,73.807933,57,281
D44,18.519678,73.817562,45,332
D12,18.494359,73.840649,111,312
D43,18.519906,73.874749,32,9
D32,18.507366,73.875726,53,28
D8,18.501054,73.894935,60,179
D31,18.470603,73.80676,67,191
D41,18.533853,73.8634,56,196
D5,18.53992,73.903707,89,297
D16,18.561904,73.872395,4,341
D20,18.535709,73.905508,41,136
D11,18.522887,73.876374,84,253
D2,18.570334,73.810818,69,356
D22,18.53427,73.810837,53,166
D25,18.509693,73.825634,83,341
D50,18.470721,73.886468,101,176
D41,18.569035,73.898199,31,278
D18,18.479451,73.894995,40,353
D42,18.526747,73.836257,45,98
D9,18.557565,73.888516,37,296
D8,18.562585,73.863649,58,223
D11,18.508188,73.839403,7,295
D17,18.502501,73.860988,89,330
D47,18.537167,73.886077,60,279
D18,18.533256,73.857099,37,101
D35,18.508495,73.835858,56,241
D41,18.545177,73.809809,43,287
D28,18.544825,73.844149,56,339
D3,18.535547,73.825505,7,35
D10,18.471167,73.897973,54,110
D29,18.511219,73.807843,9,322
D26,18.550955,73.810583,38,153
D41,18.570107,73.862419,8,125
D19,18.519999,73.872681,93,208
D48,18.526619,73.874287,0,116
D9,18.519507,73.875206,64,244
D39,18.569353,73.847283,70,70
D10,18.499847,73.81988,7,54
D15,18.501314,73.866975,50,341
D17,18.48597,73.854672,48,76
D45,18.496881,73.883327,59,252
D40,18.483294,73.877192,103,174
D25,18.506559,73.831728,60,104
D24,18.551822,73.903653,50,262
D34,18.560063,73.876228,43,249
D29,18.528933,73.816469,8,177
D42,18.492282,73.887856,47,330
D3,18.538064,73.886824,52,60
D8,18.533052,73.900785,60,51
D42,18.555952,73.826864,82,169
D12,18.555608,73.81335,36,5
D33,18.528147,73.880251,35,226
D36,18.484267,73.862521,61,281
D43,18.538436,73.902087,55,31
D10,18.487756,73.823735,56,180
D37,18.515367,73.899383,48,64
D44,18.486951,73.85246,44,99
D1,18.547684,73.85555,54,253
D45,18.480771,73.814846,40,4
D44,18.557351,73.823668,114,15
D40,18.527365,73.862112,6,2
D20,18.485841,73.845994,31,158
D23,18.54552,73.880724,2,148
D46,18.503579,73.815992,58,110
D21,18.554379,73.888295,56,45
D24,18.517768,73.899553,6,302
D46,18.512199,73.901879,40,290
D3,18.564934,73.861765,109,338
D32,18.56439,73.825448,52,86
D34,18.506679,73.880536,52,151
D50,18.563764,73.842654,33,305
D9,18.53775,73.871365,62,196
D29,18.521323,73.9019,44,2
D34,18.563969,73.828436,57,349
D12,18.562638,73.871607,67,242
D37,18.489935,73.86308,39,315
D18,18.536125,73.894548,98,48
D31,18.49922,73.859352,113,110
D9,18.557768,73.857652,101,187
D22,18.493059,73.825405,49,28
D12,18.540088,73.857628,48,273
D45,18.522214,73.893561,49,129
D3,18.482652,73.836693,7,127
D27,18.527008,73.862031,50,22
D44,18.511096,73.898121,3,35
D9,18.519344,73.824456,46,170
D14,18.516716,73.837135,106,152
D1,18.552443,73.825942,7,182
D44,18.546528,73.857125,66,331
D14,18.550267,73.904408,53,263
D11,18.563421,73.888331,30,21
D5,18.490527,73.838739,0,38
D44,18.524187,73.80923,70,75
D33,18.562522,73.875657,93,316
D19,18.507137,73.886263,62,199
D39,18.527153,73.848188,66,146
D37,18.475741,73.879646,41,77
D4,18.490599,73.817001,83,249
D37,18.555609,73.843953,47,49
D40,18.546364,73.86375,65,83
D18,18.480517,73.812639,42,247
D32,18.511211,73.836026,56,79
D3,18.496751,73.832937,61,354
D23,18.498984,73.87058,9,325
D6,18.50691,73.878539,40,123
D14,18.539464,73.884619,6,93
D8,18.556436,73.90339,31,339
D28,18.559193,73.842825,34,7
D26,18.539076,73.810617,9,43
D32,18.483668,73.807104,54,151
D16,18.499249,73.887055,7,116
D49,18.524859,73.842332,8,182
D21,18.476208,73.857767,34,24
D9,18.476561,73.854493,53,189
D36,18.517234,73.81878,38,135
D39,18.514861,73.872432,67,189
D36,18.532657,73.892033,42,111
D50,18.536823,73.837793,62,190
D41,18.524745,73.878164,9,34
D38,18.558129,73.870496,68,284
D30,18.491548,73.884884,56,337
D13,18.519563,73.847086,10,117
D18,18.547348,73.900419,67,37
D39,18.507521,73.831233,51,338
D29,18.561601,73.859864,30,318
D7,18.500919,73.816306,62,280
D34,18.496439,73.892576,63,110
D38,18.564061,73.871199,55,186
D7,18.483454,73.829113,32,327
D31,18.474016,73.824751,6,61
D45,18.533738,73.866897,55,39
D13,18.503854,73.82427,48,154
D22,18.565051,73.826533,43,56
D50,18.517899,73.866396,63,97
D42,18.550703,73.839206,65,263
D38,18.486985,73.887407,98,99
D5,18.476954,73.85619,50,128
D2,18.473198,73.813644,42,287
D1,18.520149,73.884277,65,16
D13,18.560144,73.852231,98,137
D5,18.537006,73.815717,51,140
D10,18.498274,73.847597,30,317
D10,18.50072,73.900668,33,150
D7,18.515832,73.842178,70,324
D4,18.535621,73.876714,115,76
D21,18.516357,73.863521,36,116
D19,18.480574,73.90633,46,257
D29,18.531747,73.858305,6,297
D3,18.528931,73.852663,86,178
D32,18.554759,73.832975,56,68
D8,18.499593,73.808468,52,292
D34,18.540231,73.816676,66,134
D12,18.500561,73.872188,68,67
D23,18.528894,73.811936,65,69
D42,18.491404,73.822053,10,267
D37,18.54628,73.889402,60,291
D29,18.566254,73.823453,30,164
D36,18.52219,73.905231,31,210
D14,18.481697,73.843631,86,290
D2,18.542358,73.832575,34,120
D35,18.500237,73.840704,30,134
D27,18.501593,73.888704,36,140
D37,18.519185,73.887215,62,321
D49,18.497148,73.870629,113,19
D23,18.546257,73.808352,47,137
D50,18.527709,73.831124,10,322
D26,18.524292,73.874048,10,188
D44,18.499791,73.81704,44,260
D4,18.471508,73.816286,46,265
D30,18.49951,73.850893,10,98
D46,18.529051,73.862656,38,25
D23,18.535269,73.890898,9,92
D20,18.56087,73.827824,114,235
D14,18.482133,73.818088,45,107
D5,18.493554,73.853156,53,278
D45,18.486763,73.868751,52,326
D26,18.554973,73.850301,30,128
D18,18.479425,73.901397,45,9
D21,18.529052,73.850587,36,177
D48,18.491341,73.894845,56,100
D11,18.534015,73.858882,50,345
D26,18.486649,73.845616,32,63
D47,18.522716,73.886311,65,125
D27,18.540642,73.827601,115,19
D7,18.511334,73.869449,52,78
D27,18.505711,73.816648,9,285
D9,18.564215,73.880038,37,203
D39,18.554491,73.874857,40,7
D2,18.500358,73.818389,67,344
D6,18.56931,73.842554,106,288
D34,18.554516,73.881715,108,230
D48,18.499037,73.836258,31,262
D42,18.479282,73.837775,53,204
D2,18.545452,73.884422,40,332
D3,18.542861,73.837559,60,331
D48,18.567282,73.850827,80,178
D18,18.534329,73.892225,56,241
D35,18.54409,73.878443,58,273
D29,18.552593,73.86566,35,197
D5,18.490649,73.871051,3,349
D18,18.532263,73.811695,64,59
D46,18.533321,73.817346,48,262
D5,18.549064,73.903388,68,66
D42,18.545699,73.82676,36,320
D16,18.49351,73.836371,55,75
D10,18.477819,73.839979,97,306
D28,18.569281,73.9027,0,202
D46,18.485829,73.832301,47,240
D20,18.503414,73.84563,40,236
D12,18.558367,73.855095,40,150
D38,18.518043,73.898483,33,9
D37,18.540336,73.878173,106,201
D42,18.555135,73.809536,31,74
D44,18.487306,73.879155,58,327
D15,18.481794,73.820587,80,316
D49,18.524946,73.874751,1,269
D18,18.479598,73.831873,31,118
D47,18.530218,73.82446,70,227
D36,18.542583,73.893965,87,347
D21,18.517206,73.8493,40,47
D1,18.555563,73.827131,0,44
D29,18.526145,73.842127,67,321
D2,18.473495,73.863823,109,220
D4,18.476372,73.852644,3,96
D4,18.502732,73.846725,45,211
D24,18.475096,73.871893,104,53
D49,18.514304,73.863605,39,108
D40,18.555623,73.883222,31,259
D37,18.480536,73.85322,45,180
D44,18.528707,73.855452,30,263
D27,18.559243,73.835061,54,151
D19,18.496971,73.855479,7,5
D22,18.566979,73.82369,59,237
D13,18.514855,73.81608,69,6
D18,18.491963,73.885521,64,33
D39,18.55422,73.823519,31,106
D24,18.518404,73.870386,8,28
D13,18.471522,73.888331,45,164
D44,18.477454,73.860497,4,12
D42,18.505042,73.873892,61,38
D50,18.495823,73.824816,66,50
D11,18.480125,73.901859,62,248
D35,18.472113,73.810212,105,359
D48,18.478227,73.852207,51,148
D26,18.5461,73.822684,87,205
D41,18.483675,73.814372,119,347
D38,18.547549,73.869083,55,170
D20,18.506952,73.848003,43,67
D27,18.501066,73.820295,31,240
D39,18.540373,73.85058,54,338
D50,18.529268,73.830353,9,140
D31,18.521883,73.816478,51,179
D42,18.524583,73.850224,70,178
D13,18.536463,73.905237,63,123
D11,18.559198,73.826898,86,132
D40,18.56805,73.839088,40,64
D9,18.515325,73.853814,5,281
D2,18.543097,73.825488,86,136
D38,18.556956,73.829811,38,117
D12,18.504147,73.845525,38,235
D39,18.47595,73.840279,110,35
D27,18.473429,73.900984,107,310
D7,18.530131,73.824784,0,354
D41,18.516854,73.853892,67,101
D1,18.512265,73.890505,68,306
D43,18.509119,73.848174,103,19
D9,18.489421,73.825308,45,178
D15,18.52294,73.847558,44,321
D31,18.565496,73.884896,106,52
D37,18.555506,73.817496,46,15
D1,18.482614,73.879319,61,145
D16,18.568819,73.84681,69,74
D6,18.552662,73.890858,30,175
D27,18.502692,73.807359,10,294
D4,18.493775,73.886802,47,283
D29,18.520009,73.851608,50,42
D26,18.477044,73.886673,39,160
D37,18.526989,73.834787,44,78
D22,18.499918,73.875909,31,117
D7,18.531287,73.89222,10,302
D46,18.522833,73.901918,113,126
D33,18.551456,73.807981,54,296
D43,18.561503,73.863129,45,214
D11,18.537465,73.80699,40,109
D46,18.566619,73.81218,61,46
D47,18.511186,73.827447,40,51
D48,18.517401,73.819501,59,284
D35,18.504268,73.845467,38,130
D45,18.534898,73.882735,47,278
D44,18.517559,73.901615,32,62
D48,18.565609,73.827065,61,127
D43,18.508155,73.835575,34,122
D19,18.553666,73.873766,65,9
D36,18.516015,73.848738,116,113
D42,18.537444,73.844697,53,38
D37,18.509448,73.858309,55,82
D15,18.489945,73.815595,58,202
D31,18.503068,73.81454,60,191
D17,18.489031,73.879688,63,217
D2,18.546693,73.859696,89,312
D21,18.538031,73.812136,66,144
D40,18.509463,73.878919,89,109
D49,18.535639,73.822336,70,224
D25,18.481599,73.898825,57,9
D42,18.520408,73.866894,59,314
D13,18.528623,73.835955,0,315
D3,18.485836,73.818873,10,220
D35,18.494401,73.89682,66,109
D13,18.506062,73.899888,82,145
D27,18.56991,73.819662,56,328
D7,18.570105,73.862835,93,80
D49,18.501427,73.882045,80,48
D29,18.500428,73.827199,38,130
D20,18.530652,73.806823,68,181
D22,18.551129,73.882183,62,122
D13,18.554753,73.813445,52,300
D49,18.49471,73.813467,6,98
D22,18.557664,73.872885,40,91
D9,18.532524,73.811404,6,266
D14,18.541058,73.875117,56,300
D28,18.492566,73.883276,53,196
D20,18.50234,73.864752,90,59
D15,18.48031,73.858456,64,21
D40,18.55498,73.833661,6,350
D32,18.475577,73.868289,107,355
D8,18.521331,73.877726,46,262
D21,18.477748,73.891681,63,286
D50,18.522309,73.904186,56,205
D24,18.519705,73.826511,7,247
D18,18.535004,73.806725,7,1
D4,18.512773,73.814423,31,312
D48,18.561566,73.853567,55,253
D44,18.481191,73.85258,44,28
D8,18.491201,73.899357,56,102
D42,18.548052,73.842301,45,193
D43,18.521386,73.884593,70,56
D37,18.540875,73.832775,117,26
D5,18.496387,73.854896,0,122
D18,18.56044,73.83944,51,206
D14,18.504622,73.862217,67,299
D47,18.523755,73.90046,109,342
D27,18.568009,73.882152,67,310
D37,18.515265,73.846899,31,239
D45,18.487003,73.901891,93,123
D3,18.56501,73.853786,63,0
D38,18.522679,73.826439,63,96
D37,18.473801,73.825487,56,16
D6,18.514327,73.855938,52,249
D24,18.499586,73.818974,45,341
D42,18.53099,73.818794,31,44
D1,18.529932,73.846816,34,2
D36,18.502359,73.849536,34,143
D42,18.512147,73.833575,6,294
D39,18.49067,73.892135,63,335
D47,18.493885,73.817474,35,45
D39,18.568921,73.889591,48,25
D2,18.508668,73.839655,33,270
D9,18.507056,73.824645,68,227
D49,18.475514,73.898384,59,140
D43,18.470459,73.842642,45,307
D45,18.492266,73.824096,62,179
D20,18.485557,73.862072,68,140
D30,18.503426,73.828434,60,173
D3,18.519996,73.861169,69,283
D18,18.506661,73.853833,2,110
D14,18.568352,73.841719,45,135
D24,18.486084,73.904694,42,136
D3,18.549555,73.867491,47,132
D6,18.562503,73.842609,56,228
D13,18.501346,73.838765,63,277
D4,18.562171,73.845792,7,13
D5,18.528733,73.84774,52,224
D31,18.516887,73.854238,55,338
D20,18.540171,73.81643,64,86
D6,18.502865,73.846905,2,259
D29,18.544972,73.902791,33,161
D1,18.503367,73.861993,35,135
D42,18.544402,73.828513,65,297
D48,18.543657,73.852896,38,200
D17,18.520112,73.852356,86,330
D16,18.559591,73.814422,97,21
D38,18.562918,73.883912,67,109
D23,18.552083,73.852952,40,141
D6,18.546639,73.903881,69,340
D45,18.55026,73.884839,54,94
D23,18.504574,73.864762,57,305
D15,18.547956,73.839813,43,85
D27,18.530108,73.84051,64,291
D2,18.506187,73.89636,59,326
D37,18.475257,73.820193,45,235
D50,18.51805,73.87031,45,7
D33,18.532179,73.886336,50,251
D3,18.559162,73.853701,34,359
D44,18.521315,73.815518,67,331
D26,18.546927,73.834004,7,338
D32,18.489169,73.895223,66,240
D33,18.487173,73.857043,8,296
D25,18.567097,73.889568,40,333
D24,18.502548,73.85848,3,16
D32,18.490154,73.905306,57,103
D40,18.487713,73.872774,3,98
D32,18.566966,73.877168,60,44
D19,18.54764,73.893701,69,281
D21,18.568848,73.84251,98,23
D14,18.489513,73.824388,31,229
D15,18.55272,73.858731,58,19
D45,18.561514,73.849934,45,326
D44,18.529198,73.818096,2,122
D29,18.535654,73.827255,53,339
D42,18.551634,73.818847,84,54
D19,18.478801,73.89679,37,268
D10,18.506995,73.815837,117,68
D44,18.49158,73.862005,80,22
D27,18.552635,73.811043,43,73
D47,18.508771,73.863547,67,29
D39,18.494546,73.829343,63,155
D17,18.553575,73.883465,30,104
D6,18.539615,73.845098,54,147
D1,18.535789,73.840445,31,187
D15,18.535876,73.818084,47,243
D37,18.535911,73.880761,2,136
D2,18.492587,73.839963,45,193
D43,18.477089,73.892071,48,273
D21,18.472088,73.810893,33,41
D44,18.515901,73.90668,35,107
D11,18.47641,73.810385,51,324
D27,18.526263,73.859359,31,14
D32,18.491594,73.807766,51,5
D32,18.524749,73.863238,3,217
D44,18.490967,73.880176,61,203
D8,18.555193,73.844867,63,251
D3,18.484377,73.840284,39,343
D19,18.507533,73.892896,44,252
D9,18.52055,73.857431,32,266
D49,18.483234,73.831098,33,12
D37,18.500236,73.895954,59,189
D24,18.530005,73.873512,40,313
D28,18.566672,73.825491,40,194
D4,18.488487,73.825011,65,339
D3,18.47292,73.882579,3,144
D43,18.526157,73.863182,39,263
D22,18.562427,73.819831,52,79
D31,18.540555,73.815475,30,138
D23,18.489135,73.855403,70,71
D19,18.53693,73.879571,0,355
D8,18.524216,73.809856,32,247
D2,18.509835,73.878366,95,196
D6,18.536479,73.875625,101,332
D13,18.526314,73.833707,113,307
D36,18.510826,73.904834,44,306
D25,18.555868,73.897681,107,177
D32,18.487439,73.843718,41,124
D8,18.49702,73.861503,30,177
D16,18.556434,73.906384,36,203
D39,18.495189,73.816016,69,348
D32,18.477005,73.83467,55,246
D6,18.56818,73.894835,42,79
D25,18.525114,73.874289,52,226
D13,18.52759,73.893233,33,37
D2,18.475324,73.833768,98,262
D9,18.549822,73.819331,39,187
D34,18.568025,73.862501,55,31
D7,18.507585,73.865494,49,278
D42,18.496012,73.862893,62,144
D27,18.559327,73.841794,41,256
D35,18.540635,73.901219,67,48
D24,18.489837,73.853187,33,135
D10,18.537204,73.836885,9,245
D1,18.484168,73.905463,45,230
D36,18.52075,73.819108,114,339
D40,18.544654,73.838302,70,70
D39,18.520484,73.838371,51,111
D11,18.563475,73.808722,112,280
D37,18.479922,73.859313,34,138
D22,18.556247,73.898716,4,316
D44,18.537604,73.871319,50,60
D5,18.524747,73.880543,116,193
D24,18.473813,73.854803,7,103
D33,18.545054,73.855581,31,262
D28,18.504072,73.822483,51,175
D41,18.493008,73.826128,65,46
D19,18.500314,73.883897,48,246
D46,18.485777,73.845032,47,250
D40,18.496523,73.891162,86,200
D49,18.525825,73.841406,34,151
D22,18.561366,73.893765,63,124
D5,18.492094,73.888818,5,189
D33,18.485395,73.837423,54,201
D41,18.563659,73.900764,43,323
D42,18.542453,73.820769,46,280
D29,18.560585,73.897565,49,185
D49,18.512821,73.868704,0,317
D6,18.544199,73.811188,106,188
D22,18.545754,73.887252,41,131
D50,18.478789,73.861003,62,240
D40,18.557726,73.898849,36,68
D5,18.54653,73.862193,51,124
D12,18.499251,73.851643,46,255
D31,18.499577,73.818206,39,140
D38,18.471497,73.815191,1,236
D44,18.495054,73.868102,39,61
D20,18.487207,73.833272,47,329
D32,18.518822,73.819313,49,282
D23,18.47082,73.898776,2,235
D46,18.471355,73.877557,7,258
D32,18.490943,73.80768,42,66
D37,18.516699,73.899764,47,190
D16,18.48652,73.832681,67,299
D20,18.561321,73.856377,54,134
D31,18.536772,73.879064,40,263
D34,18.493732,73.880819,49,238
D37,18.568028,73.849308,59,161
D50,18.51324,73.859523,10,112
D15,18.511677,73.835849,62,80
D18,18.502686,73.887725,53,58
D19,18.533322,73.832617,115,224
D22,18.487063,73.891826,45,251
D25,18.561586,73.82197,102,288
D50,18.484761,73.899519,49,270
D31,18.519674,73.864676,56,252
D27,18.490971,73.869607,2,179
D45,18.567051,73.877876,111,326
D27,18.479742,73.816374,68,46
D36,18.481225,73.818975,105,120
D30,18.545804,73.866325,46,229
D49,18.552074,73.857288,43,119
D19,18.53541,73.837722,46,234
D9,18.486109,73.834857,41,241
D35,18.512673,73.867773,114,229
D50,18.542476,73.866523,66,14
D31,18.565467,73.878502,47,139
D19,18.477514,73.878202,56,292
D6,18.506189,73.904375,68,294
D22,18.522575,73.817915,46,210
D16,18.474078,73.809439,47,235
D37,18.56665,73.870146,36,14
D18,18.52876,73.898405,40,187
D11,18.518429,73.856067,52,90
D40,18.566451,73.893736,117,243
D38,18.513333,73.881179,35,205
D46,18.565548,73.851107,44,141
D49,18.481954,73.900452,104,15
D31,18.483199,73.837523,56,214
D49,18.507597,73.843768,1,53
D45,18.508042,73.842153,62,142
D38,18.550249,73.898208,52,265
D50,18.49545,73.847683,115,93
D8,18.539234,73.874751,88,287
D40,18.4993,73.832119,1,342
D34,18.505631,73.884493,33,257
D4,18.511675,73.883993,32,268
D35,18.569179,73.841833,54,149
D32,18.510003,73.82814,68,337
D24,18.516407,73.864658,110,343
D31,18.521664,73.856284,0,171
D49,18.535729,73.874223,44,45
D43,18.539196,73.888909,57,277
D8,18.52308,73.898907,61,273
D41,18.552734,73.844736,33,72
D9,18.538664,73.84867,7,325
D47,18.497692,73.897586,69,0
D3,18.503151,73.900184,46,49
D19,18.518402,73.869911,6,89
D37,18.552276,73.880389,38,23
D34,18.511141,73.809332,112,304
D4,18.48418,73.862036,62,53
D12,18.54595,73.822499,69,159
D34,18.563204,73.818635,53,91
D12,18.487445,73.819122,7,107
D49,18.551327,73.838701,50,142
D4,18.539684,73.897395,37,303
D37,18.474582,73.850097,53,358
D25,18.549166,73.865263,54,1
D38,18.484338,73.883334,66,101
D3,18.514503,73.841164,40,275
D29,18.515176,73.830085,56,133
D11,18.490431,73.894879,9,137
D31,18.471006,73.851391,1,119
D29,18.494899,73.822848,51,54
D21,18.532974,73.879565,49,136
D24,18.549226,73.854281,6,286
D37,18.567216,73.866609,54,106
D42,18.499556,73.885717,97,191
D1,18.534594,73.837043,70,70
D5,18.56043,73.820289,44,203
D20,18.52664,73.90661,32,284
D22,18.497593,73.824476,39,148
D5,18.55759,73.875472,9,324
D41,18.560666,73.864649,61,82
D20,18.479059,73.86867,54,86
D43,18.521856,73.830316,30,57
D42,18.546865,73.822861,96,120
D41,18.540027,73.906518,37,148
D26,18.520413,73.885746,4,321
D25,18.535757,73.815587,40,142
D28,18.481452,73.817476,30,157
D41,18.505943,73.890062,5,202
D36,18.563343,73.863273,0,291
D30,18.476328,73.889806,46,171
D43,18.506805,73.833662,45,186
D32,18.514334,73.835369,45,127
D21,18.485516,73.835171,2,178
D34,18.533252,73.808459,9,16
D48,18.532015,73.895291,83,168
D17,18.480205,73.844767,55,159
D19,18.479253,73.859937,1,255
D17,18.512437,73.831431,48,132
D29,18.496011,73.824684,64,87
D28,18.525,73.807644,35,301
D29,18.485607,73.82205,4,93
D3,18.560816,73.831508,111,70
D7,18.539735,73.872802,53,195
D26,18.510821,73.817163,2,7
D31,18.532986,73.896443,57,180
D10,18.569622,73.893144,106,194
D6,18.569338,73.87876,8,183
D12,18.503212,73.874282,32,106
D4,18.494831,73.830114,31,329
D24,18.535915,73.823157,63,61
D3,18.524613,73.84217,48,254
D13,18.566685,73.823728,57,12
D18,18.564059,73.837243,41,264
D1,18.482547,73.846739,65,190
D34,18.543771,73.857092,6,160
D27,18.540594,73.892316,3,3
D38,18.53094,73.862056,43,251
D24,18.566358,73.864843,33,17
D7,18.491943,73.818686,33,87
D50,18.560542,73.893056,84,280
D7,18.48949,73.830495,59,256
D35,18.471282,73.901522,0,262
D34,18.569795,73.896723,38,177
D49,18.556909,73.90205,63,319
D32,18.504452,73.855505,96,70
D33,18.565014,73.872376,40,226
D29,18.478866,73.853052,64,305
D48,18.513492,73.842471,64,233
D20,18.485366,73.865175,68,285
D34,18.491927,73.898773,9,119
D19,18.565853,73.890803,40,183
D44,18.528389,73.884015,101,324
D40,18.569243,73.88566,100,273
D21,18.548347,73.901214,85,272
D16,18.527355,73.890127,87,8
D45,18.509548,73.807341,7,8
D2,18.541416,73.819828,31,90
