ride_id,driver_id,user_id,vehicle_id,pickup_zone,drop_zone,pickup_lat,pickup_lng,drop_lat,drop_lng,distance_km,ride_started_at,hour_of_day,day_of_week,is_weekend,is_peak_hour,is_holiday,weather_condition,is_raining,rainfall_mm,traffic_congestion_score,driver_type,road_types_used,total_turns,total_signals,google_eta_seconds,google_eta_min,ml_predicted_eta_min,actual_duration_min,eta_error_pct,is_rerouted,reroute_count,fare_inr,ride_status
3aad106a-eba6-4cae-8667-b8e6da51bb63,1bbcc64c-7b6d-4352-a3cb-2cd0aadf675a,dc8d8012-b5ad-4c42-b993-2441ab6e5796,5,Viman Nagar,Koregaon Park,18.563107,73.9086001,18.5381666,73.8964762,3.841,2026-03-06 11:16:15,11,4,0,0,0,cloudy,0,0.0,1.51,experienced,main_road,11,3,395,6.58,6.69,12.95,48.34,0,0,65.81,completed
6f52720b-be78-428b-8813-1299fd5bc1c4,8e7da535-ca05-4c41-9bfc-ec4b94af6787,ece7a47b-687c-4509-abc3-d23fb1c4a95f,5,Koregaon Park,Shivajinagar,18.5313567,73.8926151,18.5341407,73.8487446,6.548,2025-12-24 11:35:15,11,2,0,0,0,clear,0,0.0,1.0,senior,"main_road,local_road",22,7,673,11.22,9.1,19.37,53.02,0,0,111.65,completed
52d0604a-a75f-41f5-a1b8-d1af2408a4fe,1bbcc64c-7b6d-4352-a3cb-2cd0aadf675a,ad2d979a-b741-4d1c-96ee-b0632f30d7d5,1,Hinjewadi,Baner,18.5937979,73.7327335,18.5522346,73.7833071,9.635,2026-02-11 18:36:15,18,2,0,1,0,clear,0,0.0,1.73,senior,local_road,31,13,1524,25.4,29.01,45.52,36.27,0,0,165.98,completed
bd1b4333-4908-43a0-bf5e-82995cfc5af4,14a2da99-987d-4630-ab73-8d5b2ae3313a,9c71c91b-eaf6-4030-9f21-765573cba94c,6,Shivajinagar,Hinjewadi,18.5276831,73.8487312,18.597144,73.7347294,20.081,2026-03-21 05:58:15,5,5,1,0,0,clear,0,0.0,1.22,senior,"main_road,highway",48,20,1721,28.68,26.94,42.81,37.07,0,0,309.1,completed
3fd7b171-383a-42fa-ad06-92b206c45960,1bbcc64c-7b6d-4352-a3cb-2cd0aadf675a,93642ba7-f0cb-4485-954b-a04b021a382e,1,Aundh,Baner,18.5603398,73.8026499,18.55743,73.7935663,1.329,2026-03-19 14:27:15,14,3,0,0,1,cloudy,0,0.0,1.0,experienced,"main_road,highway",3,0,136,2.27,2.0,4.84,58.68,0,0,51.08,completed
0683f2c4-3942-434d-a646-447f17d5366d,37b1137a-e666-40a9-a61c-e5740b6e50d8,c63d6d29-6af2-45fd-88ba-302c61ececc0,4,Viman Nagar,Camp (MG Road),18.5691668,73.9207661,18.5149328,73.8774712,10.171,2026-01-17 08:41:15,8,5,1,0,0,cloudy,0,0.0,1.52,experienced,main_road,17,7,1046,17.43,16.5,55.25,70.14,0,0,154.98,completed
591fcf67-f7b8-49fc-9e8d-6bdec947698e,14a2da99-987d-4630-ab73-8d5b2ae3313a,d140aa44-cd68-4b2a-8fff-4e97a4e4d4ec,7,Kharadi,Shivajinagar,18.5537181,73.9367317,18.5262875,73.8414693,13.391,2026-02-05 23:13:15,23,3,0,0,1,clear,0,0.0,1.05,senior,"main_road,local_road",37,8,1377,22.95,17.2,38.23,55.01,0,0,198.97,completed
ab8bb033-994f-4d0b-82e4-27382adfa789,8e7da535-ca05-4c41-9bfc-ec4b94af6787,d1eaf3eb-7f00-4476-8e9b-920561843ccd,3,Aundh,Hinjewadi,18.5562314,73.8104504,18.5869024,73.7413999,11.996,2026-03-18 19:43:15,19,2,0,1,0,clear,0,0.0,1.97,experienced,"main_road,highway",38,12,1898,31.63,36.36,62.74,42.05,0,0,179.46,completed
daa4d7c5-4091-4118-9144-80fd0d516548,37b1137a-e666-40a9-a61c-e5740b6e50d8,d1eaf3eb-7f00-4476-8e9b-920561843ccd,7,Camp (MG Road),Koregaon Park,18.5247119,73.8822319,18.5387443,73.8894016,2.453,2026-01-05 22:43:15,22,0,0,0,0,cloudy,0,0.0,1.8,experienced,"main_road,highway",6,3,252,4.2,4.94,7.4,33.24,0,0,88.27,completed
56cbc3df-ed9d-4399-974e-9752f4526590,8e7da535-ca05-4c41-9bfc-ec4b94af6787,d1eaf3eb-7f00-4476-8e9b-920561843ccd,2,Kharadi,Wakad,18.5503182,73.9382068,18.6020158,73.7616374,28.06,2026-03-02 08:39:15,8,0,0,1,0,rainy,1,1.08,1.75,experienced,"main_road,local_road",67,14,4440,74.0,83.62,98.88,15.43,1,1,432.19,completed
1c66f580-51e2-4245-bfd8-0d385140841f,3b1b1827-97cf-48af-9584-b21a739b1482,c63d6d29-6af2-45fd-88ba-302c61ececc0,8,Camp (MG Road),Koregaon Park,18.5137208,73.8815551,18.5399383,73.8935064,4.401,2025-12-27 21:26:15,21,5,1,0,0,clear,0,0.0,1.96,new,highway,11,5,452,7.53,7.48,12.64,40.82,0,0,107.39,completed
5b3c038b-5471-4f05-80f7-d82622453e51,3b1b1827-97cf-48af-9584-b21a739b1482,9c71c91b-eaf6-4030-9f21-765573cba94c,4,Kothrud,Viman Nagar,18.5077061,73.8123471,18.5669034,73.9200184,16.636,2026-01-19 16:45:15,16,0,0,0,0,rainy,1,3.72,1.25,new,"main_road,highway",27,20,1711,28.52,36.23,67.85,46.6,0,0,262.9,completed
3276225d-3677-4907-96a7-06a2ca458e49,82c32f6d-7086-4c9a-92d1-c3df8179a960,d1eaf3eb-7f00-4476-8e9b-920561843ccd,5,Camp (MG Road),Kothrud,18.5253717,73.8841584,18.5077241,73.802269,12.971,2026-01-13 01:09:15,1,1,0,0,0,cloudy,0,0.0,1.47,new,"main_road,local_road",19,14,1111,18.52,18.57,33.71,44.91,0,0,217.35,completed
06688aac-eb8a-44c1-83b4-b6a52654a86f,1bbcc64c-7b6d-4352-a3cb-2cd0aadf675a,ece7a47b-687c-4509-abc3-d23fb1c4a95f,9,Kothrud,FC Road,18.5087483,73.8119341,18.5229132,73.835312,3.92,2026-01-14 04:56:15,4,2,0,0,0,clear,0,0.0,1.0,experienced,local_road,7,3,336,5.6,6.22,9.45,34.18,0,0,72.53,completed
a591cdb6-c43e-4a92-b694-ab26e4e79ebf,571f49f5-a255-49f9-95fb-2053557d4319,93642ba7-f0cb-4485-954b-a04b021a382e,10,Kothrud,Koregaon Park,18.5035836,73.8130227,18.5358093,73.8940097,11.989,2026-02-08 21:23:15,21,6,1,0,0,cloudy,0,0.0,1.23,experienced,main_road,34,11,1233,20.55,20.1,30.51,34.12,0,0,200.14,completed
55c935c5-c337-447e-b1c4-c65554ef070b,237bc250-4458-41b6-9ac6-4a27d7323bd6,09c7bf5c-2e22-474b-8466-6fa748661acf,6,Viman Nagar,Koregaon Park,18.5711363,73.9073208,18.5339094,73.898094,5.956,2026-01-15 22:28:15,22,3,0,0,0,clear,0,0.0,1.29,new,main_road,18,6,612,10.2,9.91,16.71,40.69,1,1,96.88,completed
44872540-7f39-431d-87f0-8f352f56f16a,237bc250-4458-41b6-9ac6-4a27d7323bd6,ad2d979a-b741-4d1c-96ee-b0632f30d7d5,2,FC Road,Kothrud,18.5228204,73.8367012,18.5087378,73.8102965,4.177,2026-01-23 17:28:15,17,4,0,0,0,cloudy,0,0.0,1.74,senior,highway,7,3,429,7.15,5.48,11.65,52.96,0,0,89.61,completed
fcdf7bf5-d349-43b1-b0ea-54a3e6bb4211,571f49f5-a255-49f9-95fb-2053557d4319,9c71c91b-eaf6-4030-9f21-765573cba94c,7,Camp (MG Road),Kharadi,18.5231387,73.8723106,18.5488294,73.9476367,11.551,2026-02-17 22:52:15,22,1,0,0,0,clear,0,0.0,1.77,experienced,"main_road,highway",23,14,1188,19.8,20.14,31.66,36.39,0,0,214.95,completed
c6ae5722-5440-4c99-afb3-9488ff9e500d,3b1b1827-97cf-48af-9584-b21a739b1482,b5404dad-561b-4360-8e9b-0bb1ac69a86f,7,Koregaon Park,Aundh,18.5377638,73.8935986,18.5540891,73.8012025,12.677,2025-12-27 09:57:15,9,5,1,0,0,clear,0,0.0,1.72,new,local_road,38,13,1303,21.72,22.47,68.39,67.14,0,0,215.81,completed
85701cd3-c7ba-405f-abab-f692bfa46543,237bc250-4458-41b6-9ac6-4a27d7323bd6,b5404dad-561b-4360-8e9b-0bb1ac69a86f,2,Shivajinagar,FC Road,18.5293294,73.8474166,18.5193179,73.8405727,1.867,2026-02-14 20:12:15,20,5,1,0,0,rainy,1,2.13,1.98,senior,"main_road,local_road",6,1,192,3.2,6.94,13.95,50.25,0,0,66.45,completed
d55ff7fd-478c-4a27-8979-4f70c9f7a219,571f49f5-a255-49f9-95fb-2053557d4319,ece7a47b-687c-4509-abc3-d23fb1c4a95f,7,FC Road,Viman Nagar,18.5246171,73.835313,18.567937,73.9128393,12.206,2026-01-25 21:39:15,21,6,1,0,0,clear,0,0.0,1.8,experienced,local_road,30,11,1255,20.92,20.78,34.6,39.94,0,0,186.17,completed
58c44471-b015-460c-a582-cde589b1eb8b,14a2da99-987d-4630-ab73-8d5b2ae3313a,93642ba7-f0cb-4485-954b-a04b021a382e,4,Kothrud,Hadapsar,18.5094299,73.8036069,18.5035238,73.9281651,16.938,2026-01-20 02:57:15,2,1,0,0,0,clear,0,0.0,1.05,experienced,"main_road,local_road",29,13,1451,24.18,23.66,43.78,45.96,0,0,252.18,completed
bacd8e3b-3610-4d49-932b-47b6929b1b12,8e7da535-ca05-4c41-9bfc-ec4b94af6787,2fba4de2-1dec-4845-9e71-12d801a6bd24,10,Camp (MG Road),FC Road,18.5212699,73.8731907,18.5209358,73.8471596,3.99,2026-02-07 20:53:15,20,5,1,0,0,clear,0,0.0,1.99,experienced,highway,9,5,410,6.83,6.22,24.1,74.19,0,0,102.54,completed
226c92a5-4667-436d-b7b7-2bdbecb7c09e,879270a3-1409-4ac9-bb1b-ef084ca2ff80,7522fed3-a0fa-4625-b63b-15c824af857a,5,Viman Nagar,Hadapsar,18.5717819,73.9072518,18.5005914,73.9257311,10.229,2026-02-12 07:09:15,7,3,0,0,0,cloudy,0,0.0,1.22,experienced,local_road,25,6,1052,17.53,18.13,30.27,40.11,0,0,180.6,completed
5fcc089e-4ba3-4047-8ab0-d5655ce0686e,237bc250-4458-41b6-9ac6-4a27d7323bd6,ece7a47b-687c-4509-abc3-d23fb1c4a95f,6,Wakad,Hadapsar,18.5989424,73.7621637,18.4960066,73.9258305,26.658,2026-03-22 16:18:15,16,6,1,0,0,cloudy,0,0.0,1.24,senior,local_road,63,20,2741,45.68,43.63,76.68,43.1,0,0,425.26,completed
d25157de-1084-4380-a93a-d02620ca5aad,3b1b1827-97cf-48af-9584-b21a739b1482,ad2d979a-b741-4d1c-96ee-b0632f30d7d5,8,Hadapsar,Baner,18.4951467,73.9317912,18.5584447,73.7887777,23.543,2026-01-12 06:17:15,6,0,0,0,0,clear,0,0.0,1.5,senior,highway,69,13,2421,40.35,37.91,63.98,40.75,0,0,343.16,completed
1169c629-fc2f-4291-92ff-c033fa4bed84,571f49f5-a255-49f9-95fb-2053557d4319,ad2d979a-b741-4d1c-96ee-b0632f30d7d5,10,FC Road,Hinjewadi,18.5137673,73.8465802,18.5946235,73.7367847,19.406,2025-12-30 06:01:15,6,1,0,0,0,rainy,1,2.38,1.97,senior,main_road,53,17,1996,33.27,34.32,57.94,40.77,0,0,291.97,completed
12a2e128-4090-41ac-9140-e3c4c27167ff,571f49f5-a255-49f9-95fb-2053557d4319,c63d6d29-6af2-45fd-88ba-302c61ececc0,4,Kothrud,Shivajinagar,18.5019425,73.8093578,18.5348587,73.8494743,7.733,2026-02-21 06:20:15,6,5,1,0,0,clear,0,0.0,1.8,new,"main_road,highway",13,6,795,13.25,13.87,23.66,41.38,0,0,164.67,completed
37d66da1-594e-495a-b697-422c2132cb50,3b1b1827-97cf-48af-9584-b21a739b1482,d6644b2b-589a-41dc-8384-45a2c5f1d419,10,Hinjewadi,Koregaon Park,18.5872305,73.7370574,18.5352209,73.8926266,24.4,2026-02-25 22:44:15,22,2,0,0,0,rainy,1,10.04,2.0,experienced,main_road,73,23,2509,41.82,49.89,93.92,46.88,0,0,393.7,completed
2f6c8ebb-68ff-46bf-90a7-18e4343da8b8,237bc250-4458-41b6-9ac6-4a27d7323bd6,c63d6d29-6af2-45fd-88ba-302c61ececc0,7,Shivajinagar,Baner,18.5341936,73.8513848,18.561251,73.7821503,10.944,2026-02-21 07:05:15,7,5,1,0,0,clear,0,0.0,1.71,experienced,highway,34,13,1125,18.75,18.18,31.49,42.27,0,0,190.33,completed
05946f4a-5799-446f-b2bc-52f80efd7bce,8e7da535-ca05-4c41-9bfc-ec4b94af6787,ece7a47b-687c-4509-abc3-d23fb1c4a95f,1,Hadapsar,Camp (MG Road),18.5031023,73.9261205,18.5155818,73.8804373,7.129,2025-12-27 12:21:15,12,5,1,0,0,rainy,1,12.36,1.76,experienced,"main_road,highway",21,9,733,12.22,19.93,25.05,20.44,0,0,140.55,completed
07fb71a6-7a73-4f4f-85d4-1c66c3f705a8,8e7da535-ca05-4c41-9bfc-ec4b94af6787,d1eaf3eb-7f00-4476-8e9b-920561843ccd,9,Shivajinagar,Hadapsar,18.5336082,73.8456019,18.5023578,73.9263482,13.444,2026-03-18 22:48:15,22,2,0,0,1,cloudy,0,0.0,1.3,experienced,"main_road,highway",30,12,1382,23.03,20.87,36.49,42.81,0,0,234.32,completed
932f2417-0ebb-4a55-8014-7acb836d02c5,3b1b1827-97cf-48af-9584-b21a739b1482,d140aa44-cd68-4b2a-8fff-4e97a4e4d4ec,2,Hadapsar,Koregaon Park,18.5073668,73.9273412,18.5346364,73.8922405,6.813,2026-02-02 22:11:15,22,0,0,0,1,clear,0,0.0,1.0,experienced,local_road,13,8,700,11.67,8.59,19.25,55.38,0,0,108.02,completed
24965327-534f-49a3-a772-48ebca507656,14a2da99-987d-4630-ab73-8d5b2ae3313a,ad2d979a-b741-4d1c-96ee-b0632f30d7d5,10,Hadapsar,Hinjewadi,18.5016068,73.9274323,18.5926724,73.7320234,30.541,2026-02-09 06:21:15,6,0,0,0,0,clear,0,0.0,1.3,experienced,highway,53,37,3141,52.35,52.39,79.89,34.42,0,0,449.37,completed
2110d139-c2d7-4d70-b451-68ce608abb14,14a2da99-987d-4630-ab73-8d5b2ae3313a,09c7bf5c-2e22-474b-8466-6fa748661acf,9,Kothrud,Baner,18.5055466,73.8013943,18.563344,73.7906427,9.354,2026-01-07 09:56:15,9,2,0,1,0,clear,0,0.0,1.96,experienced,local_road,32,6,1480,24.67,29.13,51.51,43.45,1,1,175.97,completed
5480e9cb-80e6-4790-ad83-6681063d5596,72b4eb2e-671e-4e85-a792-d95a622e4ec9,7522fed3-a0fa-4625-b63b-15c824af857a,4,Hadapsar,Hinjewadi,18.5030369,73.9272465,18.5940493,73.7450927,31.379,2026-02-03 23:45:15,23,1,0,0,0,clear,0,0.0,1.25,senior,highway,78,29,3227,53.78,52.48,81.31,35.46,1,3,485.78,completed
f9ef6409-ff5c-4351-8e43-48a8b6007dde,72b4eb2e-671e-4e85-a792-d95a622e4ec9,ece7a47b-687c-4509-abc3-d23fb1c4a95f,4,Kharadi,Viman Nagar,18.5555272,73.9357834,18.5694888,73.9090438,4.627,2026-01-02 02:30:15,2,4,0,0,0,clear,0,0.0,1.0,experienced,local_road,13,4,396,6.6,6.1,11.65,47.64,0,0,113.61,completed
7121f4bd-888a-42b7-bb1a-df1bf0739e81,571f49f5-a255-49f9-95fb-2053557d4319,c63d6d29-6af2-45fd-88ba-302c61ececc0,5,Viman Nagar,Baner,18.561635,73.9141208,18.5522773,73.7804959,20.856,2026-03-05 12:39:15,12,3,0,0,0,clear,0,0.0,1.54,senior,main_road,42,25,2145,35.75,32.95,75.56,56.39,0,0,351.05,completed
cdaa6365-9092-4387-8087-5830d4590fa5,82c32f6d-7086-4c9a-92d1-c3df8179a960,93642ba7-f0cb-4485-954b-a04b021a382e,3,Kothrud,Camp (MG Road),18.5038905,73.8099223,18.5141483,73.8804417,10.276,2026-02-22 10:31:15,10,6,1,0,0,rainy,1,4.15,1.47,experienced,local_road,30,5,1056,17.6,22.45,39.75,43.52,0,0,189.26,completed
29c39c16-ec7d-45fd-8f32-7360d0423b79,3b1b1827-97cf-48af-9584-b21a739b1482,e83ebe4f-a281-4b87-a7ca-e6092040ddd7,7,Wakad,Hadapsar,18.6002276,73.7511708,18.5011989,73.9257794,27.7,2026-02-19 08:32:15,8,3,0,1,0,clear,0,0.0,2.0,new,"main_road,highway",52,21,4383,73.05,75.99,160.23,52.57,0,0,406.04,completed
1ad74c9e-71a2-48c0-ac91-9b9266573831,72b4eb2e-671e-4e85-a792-d95a622e4ec9,09c7bf5c-2e22-474b-8466-6fa748661acf,1,Camp (MG Road),Kothrud,18.5160526,73.8832009,18.5076794,73.803446,12.433,2026-01-04 23:48:15,23,6,1,0,0,clear,0,0.0,1.78,senior,local_road,38,10,1278,21.3,19.85,30.9,35.76,0,0,206.65,completed
b7b02b93-16fa-4006-a1f6-5a82e272cbd2,237bc250-4458-41b6-9ac6-4a27d7323bd6,47e68b0b-d300-4243-b472-e899bc1e626f,1,Wakad,Hadapsar,18.5981208,73.7513392,18.5009506,73.9216124,27.167,2026-01-26 12:54:15,12,0,0,0,0,cloudy,0,0.0,1.23,experienced,highway,71,18,2794,46.57,46.61,74.26,37.23,0,0,421.01,completed
b579459f-2121-4658-bbc9-9c6f0af91b71,879270a3-1409-4ac9-bb1b-ef084ca2ff80,b5404dad-561b-4360-8e9b-0bb1ac69a86f,5,Aundh,Camp (MG Road),18.5570267,73.8132252,18.5137267,73.8796016,11.888,2026-03-16 14:13:15,14,0,0,0,0,rainy,1,12.18,1.73,experienced,highway,29,7,1222,20.37,26.71,38.84,31.23,0,0,212.69,completed
50d50f9d-b41a-4c31-8a40-d38b0cf91bd0,14a2da99-987d-4630-ab73-8d5b2ae3313a,d1eaf3eb-7f00-4476-8e9b-920561843ccd,10,Camp (MG Road),Hadapsar,18.5159488,73.8866651,18.5087158,73.9282506,5.717,2025-12-28 22:59:15,22,6,1,0,0,clear,0,0.0,1.72,experienced,local_road,19,3,588,9.8,9.47,16.58,42.88,0,0,128.02,completed
e70dc413-6ed2-4054-8cfa-ff398572dcb6,571f49f5-a255-49f9-95fb-2053557d4319,09c7bf5c-2e22-474b-8466-6fa748661acf,8,Wakad,Baner,18.6066352,73.7629844,18.5611862,73.7841198,7.255,2026-01-24 08:52:15,8,5,1,0,0,clear,0,0.0,1.71,experienced,"main_road,highway",13,8,746,12.43,13.24,43.43,69.51,0,0,133.35,completed
106aea80-5a30-45e9-862e-b1853daa701f,1bbcc64c-7b6d-4352-a3cb-2cd0aadf675a,47e68b0b-d300-4243-b472-e899bc1e626f,3,Koregaon Park,Hadapsar,18.5373135,73.8969316,18.5062136,73.9309548,6.545,2026-02-15 15:27:15,15,6,1,0,0,cloudy,0,0.0,1.22,experienced,"main_road,local_road",18,6,673,11.22,10.78,18.47,41.64,0,0,116.9,completed
4c170504-e0fb-41fd-8e69-aa1f16a8dbbf,14a2da99-987d-4630-ab73-8d5b2ae3313a,9c71c91b-eaf6-4030-9f21-765573cba94c,7,Hadapsar,Hinjewadi,18.4976579,73.9192712,18.588374,73.7411078,31.651,2026-02-18 14:34:15,14,2,0,0,0,rainy,1,13.7,1.98,new,local_road,109,19,3255,54.25,61.67,143.08,56.9,0,0,474.24,completed
1e1c10c4-1513-43b1-8cda-2ad7f28565e9,82c32f6d-7086-4c9a-92d1-c3df8179a960,ece7a47b-687c-4509-abc3-d23fb1c4a95f,7,Aundh,Kharadi,18.5523986,73.8109581,18.5577263,73.9375294,19.56,2026-01-29 10:25:15,10,3,0,1,0,rainy,1,11.17,1.8,experienced,main_road,31,20,3095,51.58,60.63,126.16,51.94,1,2,298.03,completed
a79fb858-d1a9-44be-b0df-13a53342956c,879270a3-1409-4ac9-bb1b-ef084ca2ff80,7522fed3-a0fa-4625-b63b-15c824af857a,7,Hinjewadi,Baner,18.595878,73.7327629,18.5550555,73.7901189,10.582,2026-01-15 03:37:15,3,3,0,0,0,rainy,1,14.85,1.73,experienced,"main_road,highway",28,12,907,15.12,19.8,30.76,35.63,0,0,170.76,completed
2b047ba8-57af-4afc-9360-11c2de905655,37b1137a-e666-40a9-a61c-e5740b6e50d8,b5404dad-561b-4360-8e9b-0bb1ac69a86f,7,Kothrud,Wakad,18.5033672,73.8075324,18.6030244,73.7575638,15.437,2026-02-24 17:05:15,17,1,0,0,0,rainy,1,2.15,1.52,experienced,highway,36,19,1587,26.45,29.62,57.32,48.33,0,0,258.1,completed
a5bd7b5b-51bd-40aa-8d20-55d00b6449dc,82c32f6d-7086-4c9a-92d1-c3df8179a960,d6644b2b-589a-41dc-8384-45a2c5f1d419,1,Viman Nagar,Hadapsar,18.5704431,73.9089911,18.4979684,73.9301333,12.481,2026-01-24 17:46:15,17,5,1,0,0,cloudy,0,0.0,1.23,experienced,"main_road,local_road",24,12,1283,21.38,21.59,38.16,43.42,0,0,207.26,completed
60bc3b9f-8daa-4fa9-a281-4a6f8051938b,37b1137a-e666-40a9-a61c-e5740b6e50d8,c63d6d29-6af2-45fd-88ba-302c61ececc0,2,FC Road,Baner,18.5204104,73.841766,18.5585639,73.7860428,9.917,2026-02-10 22:39:15,22,1,0,0,0,clear,0,0.0,1.78,new,main_road,22,5,1020,17.0,16.88,27.49,38.6,0,0,162.73,completed
0bbea52f-ff51-4d2b-b899-f9be08462cac,3b1b1827-97cf-48af-9584-b21a739b1482,c63d6d29-6af2-45fd-88ba-302c61ececc0,1,Kharadi,Koregaon Park,18.5562648,73.9375946,18.5407868,73.8939555,7.22,2026-01-26 15:49:15,15,0,0,0,0,clear,0,0.0,1.5,experienced,main_road,23,8,742,12.37,12.15,19.73,38.42,0,0,123.99,completed
5d67b809-7e0d-40e4-b329-d5301b861eb0,8e7da535-ca05-4c41-9bfc-ec4b94af6787,d6644b2b-589a-41dc-8384-45a2c5f1d419,2,Aundh,Hinjewadi,18.5615169,73.8045699,18.5943485,73.7454446,10.331,2026-03-12 10:31:15,10,3,0,1,0,clear,0,0.0,1.95,experienced,"main_road,highway",24,12,1634,27.23,32.76,46.8,30.0,1,3,158.18,completed
01311328-160d-45f8-93cc-6850eae79193,571f49f5-a255-49f9-95fb-2053557d4319,d1eaf3eb-7f00-4476-8e9b-920561843ccd,6,Aundh,Wakad,18.5529485,73.8054066,18.6059672,73.7596299,10.815,2026-01-28 06:24:15,6,2,0,0,0,cloudy,0,0.0,1.79,experienced,highway,17,11,1112,18.53,17.77,32.88,45.95,0,0,168.52,completed
1379a56a-f3e1-4823-bd9f-033d109bbc32,82c32f6d-7086-4c9a-92d1-c3df8179a960,d1eaf3eb-7f00-4476-8e9b-920561843ccd,3,Hinjewadi,Kharadi,18.5841615,73.7377762,18.5487456,73.9404982,30.296,2026-01-14 10:00:15,10,2,0,1,0,rainy,1,10.13,1.77,experienced,local_road,93,40,4794,79.9,88.11,175.09,49.68,0,0,477.02,completed
6c536fb8-5827-4474-b5fd-2f21db4850d6,879270a3-1409-4ac9-bb1b-ef084ca2ff80,d140aa44-cd68-4b2a-8fff-4e97a4e4d4ec,5,Viman Nagar,Shivajinagar,18.5739056,73.9133052,18.5282891,73.8485848,11.416,2026-02-07 16:52:15,16,5,1,0,0,cloudy,0,0.0,1.26,experienced,local_road,17,10,1174,19.57,19.6,44.49,55.95,0,0,209.41,completed
02687371-3c2d-4e66-b8b3-1cc062451b4a,1bbcc64c-7b6d-4352-a3cb-2cd0aadf675a,47e68b0b-d300-4243-b472-e899bc1e626f,4,Aundh,FC Road,18.5603836,73.8017524,18.5258038,73.8404481,8.187,2026-02-24 23:50:15,23,1,0,0,0,clear,0,0.0,1.3,experienced,highway,13,5,842,14.03,14.09,22.65,37.79,0,0,170.9,completed
8fc896b0-7fc9-4cd3-8842-10845435fd33,82c32f6d-7086-4c9a-92d1-c3df8179a960,47e68b0b-d300-4243-b472-e899bc1e626f,5,Shivajinagar,Kharadi,18.5296625,73.8458927,18.5490075,73.9356126,13.308,2026-01-29 07:36:15,7,3,0,0,0,clear,0,0.0,1.5,senior,"main_road,highway",20,19,1368,22.8,22.38,36.98,39.48,0,0,234.99,completed
ae89a342-d4a7-4886-8bca-43809d9cccdc,237bc250-4458-41b6-9ac6-4a27d7323bd6,d1eaf3eb-7f00-4476-8e9b-920561843ccd,1,Kharadi,Aundh,18.5586205,73.9403811,18.559465,73.8027193,19.035,2026-02-14 06:13:15,6,5,1,0,0,clear,0,0.0,1.72,experienced,main_road,49,12,1957,32.62,32.09,51.98,38.26,0,0,305.64,completed
bca0c0e1-3c07-4dec-82eb-00ead99cad99,37b1137a-e666-40a9-a61c-e5740b6e50d8,e83ebe4f-a281-4b87-a7ca-e6092040ddd7,9,Kothrud,Aundh,18.5146031,73.8026625,18.5635659,73.803281,7.871,2026-02-20 11:45:15,11,4,0,0,0,cloudy,0,0.0,1.5,experienced,highway,21,8,809,13.48,14.29,28.64,50.1,0,0,137.87,completed
29d090f7-2065-4785-8168-4c891ff683df,1bbcc64c-7b6d-4352-a3cb-2cd0aadf675a,dc8d8012-b5ad-4c42-b993-2441ab6e5796,8,Kharadi,Kothrud,18.5511013,73.9340403,18.5109439,73.808411,17.674,2025-12-24 05:42:15,5,2,0,0,0,rainy,1,8.18,1.04,senior,main_road,58,15,1514,25.23,29.38,48.49,39.41,0,0,293.72,completed
01f87371-f81d-4dbf-a290-08a0dbcc51fb,72b4eb2e-671e-4e85-a792-d95a622e4ec9,47e68b0b-d300-4243-b472-e899bc1e626f,3,Shivajinagar,Hadapsar,18.5365858,73.8467655,18.5009849,73.927472,13.119,2026-01-21 11:17:15,11,2,0,0,0,clear,0,0.0,1.49,new,"main_road,local_road",36,18,1349,22.48,22.38,41.22,45.71,0,0,194.62,completed
12557716-b478-4493-ab8d-4023874fd694,571f49f5-a255-49f9-95fb-2053557d4319,2fba4de2-1dec-4845-9e71-12d801a6bd24,9,Camp (MG Road),Hinjewadi,18.5181662,73.8822059,18.5944102,73.7416752,21.909,2026-02-15 12:44:15,12,6,1,0,0,rainy,1,14.4,1.97,experienced,local_road,47,24,2253,37.55,44.28,91.1,51.39,1,1,320.18,completed
91532e17-d809-4099-9f61-0e9750529981,237bc250-4458-41b6-9ac6-4a27d7323bd6,7522fed3-a0fa-4625-b63b-15c824af857a,6,Hadapsar,Baner,18.4946745,73.9323004,18.5636404,73.7912567,24.613,2026-02-27 04:49:15,4,4,0,0,0,clear,0,0.0,1.0,experienced,highway,65,29,2109,35.15,35.25,49.34,28.56,0,0,354.89,completed
ffe68cb4-cefa-41ff-986c-5edcbd2d3929,72b4eb2e-671e-4e85-a792-d95a622e4ec9,c63d6d29-6af2-45fd-88ba-302c61ececc0,8,Wakad,Shivajinagar,18.5938478,73.7625181,18.5335198,73.8418206,15.654,2026-01-31 18:34:15,18,5,1,0,0,clear,0,0.0,1.77,new,"main_road,local_road",24,16,1610,26.83,26.13,91.32,71.39,0,0,271.27,completed
9a98eb8d-aa55-4cb6-8eb6-59dd140ac329,37b1137a-e666-40a9-a61c-e5740b6e50d8,9c71c91b-eaf6-4030-9f21-765573cba94c,8,Aundh,Kharadi,18.559706,73.8034535,18.5449781,73.9365865,19.132,2026-03-19 15:19:15,15,3,0,0,0,rainy,1,12.5,1.75,experienced,highway,50,11,1967,32.78,36.56,78.12,53.2,0,0,323.69,completed
